road_id,osm_way_id,edge_id,start_node_id,end_node_id,node_degree,length_m,event_date,event_name,rain_3h,rain_24h,elevation,slope,hand,dist_to_drain_m,flow_accumulation,catchment_km2,twi,drainage_density,dist_to_water_body_m,nearest_water_body_name,nearest_water_body_type,built_up,flood_history,target,data_limited,road_name,highway_type,lat,lon,geometry
road-1287586754,1287586754,edge-1287586754-11939209054-12237413214,node-11939209054,node-12237413214,3,14.26,2016-12-12,Cyclone Vardah,66.5,190.0,14.23,0.1286,0.63,367.5,21.0,15.7957,16.72,0.0,1333.9,Unnamed Pond (wb-way-112869306),pond,38,0,0,0,EVR Periyar Salai,primary,13.074891200000001,80.2179299,POINT (80.217930 13.074891)
road-1287586755,1287586755,edge-1287586755-11590990230-303239169,node-11590990230,node-303239169,2,823.78,2016-12-12,Cyclone Vardah,66.5,190.0,14.59,0.1286,0.39,202.7,19.0,14.2913,16.62,0.0,1116.4,Unnamed Pond (wb-way-217802640),pond,2,0,0,0,EVR Periyar Salai,primary,13.076935084615384,80.2076787576923,POINT (80.207679 13.076935)
road-1287590113,1287590113,edge-1287590113-30142983-5793660751,node-30142983,node-5793660751,4,50.83,2016-12-12,Cyclone Vardah,66.5,190.0,5.06,0.2186,2.06,923.3,1.0,0.7522,12.84,0.0,441.2,Kalappai Keni,pond,7,0,0,0,East Coast Road,primary,12.897410950000001,80.24736265,POINT (80.247363 12.897411)
road-1287590114,1287590114,edge-1287590114-30142985-7170102963,node-30142985,node-7170102963,3,50.61,2016-12-12,Cyclone Vardah,66.5,190.0,5.06,0.2186,2.06,930.0,1.0,0.7522,12.84,0.0,442.9,Kalappai Keni,pond,7,0,0,0,East Coast Road,primary,12.89740025,80.2474253,POINT (80.247425 12.897400)
road-1287592046,1287592046,edge-1287592046-248467465-11955691694,node-248467465,node-11955691694,2,42.09,2016-12-12,Cyclone Vardah,66.5,190.0,12.16,0.2936,2.16,152.2,26.0,19.5566,16.93,452.0869,1426.5,Unnamed Reservoir (wb-way-211774108),reservoir,24,0,0,0,Ethiraj Salai,secondary,13.0642105,80.2592826,POINT (80.259283 13.064210)
road-1287592047,1287592047,edge-1287592047-2482057562-11617814512,node-2482057562,node-11617814512,4,11.79,2016-12-12,Cyclone Vardah,66.5,190.0,12.15,0.2936,2.15,173.7,26.0,19.5566,16.93,452.0869,1444.4,Unnamed Reservoir (wb-way-211774108),reservoir,24,0,0,0,Unnamed Road,secondary,13.064355933333333,80.25912513333334,POINT (80.259125 13.064356)
road-1287595645,1287595645,edge-1287595645-14070407315-2197215502,node-14070407315,node-2197215502,2,23.79,2016-12-12,Cyclone Vardah,66.5,190.0,14.13,0.1342,1.73,518.2,22.0,16.5479,16.76,22.2458,499.4,Unnamed Pond (wb-way-214202945),pond,23,1,0,0,South Usman Road,secondary,13.035108114285714,80.23020562857143,POINT (80.230206 13.035108)
road-1287682510,1287682510,edge-1287682510-247684064-342732354,node-247684064,node-342732354,2,188.76,2016-12-12,Cyclone Vardah,66.5,190.0,14.97,0.1138,0.77,864.9,19.0,14.2913,16.62,0.0,733.0,Bhaskar Colony Park Kulam,pond,5,0,0,0,Arcot Road,primary,13.047591485714287,80.20272478571428,POINT (80.202725 13.047591)
road-1287938298,1287938298,edge-1287938298-11936397490-1123352254,node-11936397490,node-1123352254,2,225.89,2016-12-12,Cyclone Vardah,66.5,190.0,11.58,0.3175,-1.42,294.4,1.0,0.7522,11.59,2207.0017,574.8,Retteri Lake,lake,12,0,0,0,Grand Northern Trunk Road,trunk,13.15293686,80.20875892000001,POINT (80.208759 13.152937)
road-1288008566,1288008566,edge-1288008566-248467505-11939287864,node-248467505,node-11939287864,2,7.59,2016-12-12,Cyclone Vardah,66.5,190.0,10.36,0.3513,0.96,46.3,27.0,20.3088,16.97,0.0,619.4,Unnamed Reservoir (wb-way-211774108),reservoir,36,0,0,0,Unnamed Road,secondary,13.0682803,80.26942155,POINT (80.269422 13.068280)
road-1288010212,1288010212,edge-1288010212-7723872178-7821539480,node-7723872178,node-7821539480,4,143.16,2016-12-12,Cyclone Vardah,66.5,190.0,10.11,0.3175,0.11,604.5,1.0,0.7522,11.92,0.0,718.8,Unnamed Pond (wb-way-385277919),pond,4,0,0,0,Madhavaram - Red Hills Road,primary,13.184799799999999,80.20307557999999,POINT (80.203076 13.184800)
road-1288011394,1288011394,edge-1288011394-11944753128-11944753129,node-11944753128,node-11944753129,2,10.61,2016-12-12,Cyclone Vardah,66.5,190.0,12.52,0.2022,-0.48,378.6,20.0,15.0435,16.67,139.8986,405.0,Unnamed Reservoir (wb-way-1128384521),reservoir,22,0,0,0,Unnamed Road,secondary,13.00917505,80.2142652,POINT (80.214265 13.009175)
road-1288011799,1288011799,edge-1288011799-996580357-2216189430,node-996580357,node-2216189430,2,196.12,2016-12-12,Cyclone Vardah,66.5,190.0,12.08,0.1342,0.88,494.7,24.0,18.0522,16.85,289.6794,1027.1,Balasubramani Temple Tank,pond,27,0,0,0,Pasumpon Muthuramalingar Thevar Salai,secondary,13.029524416666668,80.24641011666667,POINT (80.246410 13.029524)
road-1288582929,1288582929,edge-1288582929-7822087580-402352084,node-7822087580,node-402352084,4,27.24,2016-12-12,Cyclone Vardah,66.5,190.0,10.9,0.254,1.9,7.9,141.0,106.0569,18.62,2505.5696,227.5,Unnamed Pond (wb-way-1318241202),pond,11,0,0,0,Unnamed Road,secondary,13.1340813,80.1932068,POINT (80.193207 13.134081)
road-1288635096,1288635096,edge-1288635096-11949829612-11032126777,node-11949829612,node-11032126777,2,108.41,2016-12-12,Cyclone Vardah,66.5,190.0,11.74,0.3175,-0.26,42.2,1.0,0.7522,11.74,1831.2877,1041.9,Retteri Lake,lake,16,0,0,0,Chennai Bypass,trunk,13.1470576,80.20356029999999,POINT (80.203560 13.147058)
road-1288635097,1288635097,edge-1288635097-11949829611-11949829612,node-11949829611,node-11949829612,2,87.99,2016-12-12,Cyclone Vardah,66.5,190.0,11.78,0.3175,-0.22,68.7,1.0,0.7522,11.74,1831.2877,1088.6,Retteri Lake,lake,17,0,0,0,Chennai Bypass,trunk,13.14673105,80.20271795,POINT (80.202718 13.146731)
road-1288635098,1288635098,edge-1288635098-11949829614-11949829613,node-11949829614,node-11949829613,2,111.84,2016-12-12,Cyclone Vardah,66.5,190.0,11.74,0.3175,-0.26,49.0,1.0,0.7522,11.74,1831.2877,1065.4,Retteri Lake,lake,16,0,0,0,Chennai Bypass,trunk,13.1466816,80.20294995,POINT (80.202950 13.146682)
road-1288635099,1288635099,edge-1288635099-11032126776-11949829614,node-11032126776,node-11949829614,2,69.4,2016-12-12,Cyclone Vardah,66.5,190.0,11.7,0.3175,-0.3,44.9,1.0,0.7522,11.74,1831.2877,1022.0,Retteri Lake,lake,16,0,0,0,Chennai Bypass,trunk,13.146974799999999,80.2037308,POINT (80.203731 13.146975)
road-1288635126,1288635126,edge-1288635126-11949829883-11949829887,node-11949829883,node-11949829887,2,33.3,2016-12-12,Cyclone Vardah,66.5,190.0,11.62,0.254,0.62,12.7,1.0,0.7522,13.53,3230.6099,113.4,Unnamed Pond (wb-way-1306967685),pond,5,0,0,0,Unnamed Road,secondary,13.120248785714285,80.19916284285715,POINT (80.199163 13.120249)
road-1288649399,1288649399,edge-1288649399-10120161717-243326004,node-10120161717,node-243326004,6,29.49,2016-12-12,Cyclone Vardah,66.5,190.0,9.53,0.192,-2.47,140.0,1.0,0.7522,11.74,344.9396,874.9,Nadar Street Pond,pond,20,4,0,0,Taramani Road,primary,12.9760048,80.22121475,POINT (80.221215 12.976005)
road-1288869985,1288869985,edge-1288869985-11951492660-11951492663,node-11951492660,node-11951492663,4,156.18,2016-12-12,Cyclone Vardah,66.5,190.0,14.5,0.1216,2.1,1319.4,23.0,17.3001,16.81,0.0,1275.5,Unnamed Pond (wb-way-214202945),pond,24,1,0,0,Usman road flyover,secondary,13.04388415,80.23240464999999,POINT (80.232405 13.043884)
road-1288869986,1288869986,edge-1288869986-11951492663-11951550376,node-11951492663,node-11951550376,4,513.75,2016-12-12,Cyclone Vardah,66.5,190.0,14.69,0.1216,2.89,1122.0,22.0,16.5479,16.76,0.0,997.1,Unnamed Pond (wb-way-214202945),pond,32,1,0,0,North Usman Road Flyover,secondary,13.04100766,80.23196666666666,POINT (80.231967 13.041008)
road-1288869987,1288869987,edge-1288869987-11951550376-11951550377,node-11951550376,node-11951550377,4,211.32,2016-12-12,Cyclone Vardah,66.5,190.0,14.39,0.1342,1.99,789.5,22.0,16.5479,16.76,0.0,673.9,Unnamed Pond (wb-way-214202945),pond,34,1,0,0,Unnamed Road,secondary,13.037590966666668,80.23098710000001,POINT (80.230987 13.037591)
road-1288869995,1288869995,edge-1288869995-11951550377-11951550378,node-11951550377,node-11951550378,4,17.37,2016-12-12,Cyclone Vardah,66.5,190.0,14.29,0.1342,1.89,697.3,22.0,16.5479,16.76,0.0,606.6,Unnamed Pond (wb-way-214202945),pond,20,1,0,0,Unnamed Road,secondary,13.0367612,80.2307323,POINT (80.230732 13.036761)
road-1288869997,1288869997,edge-1288869997-11951550395-11951550396,node-11951550395,node-11951550396,4,85.94,2016-12-12,Cyclone Vardah,66.5,190.0,12.4,0.1342,0.0,185.3,22.0,16.5479,16.76,2155.4526,612.7,Unnamed Pond (wb-way-127574716),pond,19,0,0,0,Unnamed Road,secondary,13.028602150000001,80.23090395,POINT (80.230904 13.028602)
road-1288869998,1288869998,edge-1288869998-11951550396-11951550406,node-11951550396,node-11951550406,4,643.33,2016-12-12,Cyclone Vardah,66.5,190.0,12.75,0.1342,0.35,126.7,22.0,16.5479,16.76,22.2458,628.2,Unnamed Pond (wb-way-214202945),pond,22,0,0,0,Unnamed Road,secondary,13.0316072375,80.2306219625,POINT (80.230622 13.031607)
road-1288908453,1288908453,edge-1288908453-12159371329-10187875469,node-12159371329,node-10187875469,2,117.22,2016-12-12,Cyclone Vardah,66.5,190.0,14.73,0.1286,0.53,411.5,19.0,14.2913,16.62,31967.9139,274.9,Unnamed Pond (wb-way-217802640),pond,47,0,0,0,Koyambedu Flyover,primary,13.073789,80.2004227,POINT (80.200423 13.073789)
road-1289092241,1289092241,edge-1289092241-4461968967-4462007069,node-4461968967,node-4462007069,2,46.33,2016-12-12,Cyclone Vardah,66.5,190.0,4.46,0.148,-2.54,572.9,1.0,0.7522,11.33,0.0,119.3,Unnamed Wetland (wb-way-1187887587),wetland,6,0,0,0,East Coast Road,primary,12.9659862,80.2568818,POINT (80.256882 12.965986)
road-1289092243,1289092243,edge-1289092243-13063335446-334006924,node-13063335446,node-334006924,2,44.22,2016-12-12,Cyclone Vardah,66.5,190.0,4.46,0.148,-2.54,561.0,1.0,0.7522,11.13,0.0,126.1,Unnamed Wetland (wb-way-1187887587),wetland,6,0,0,0,East Coast Road,primary,12.9665666,80.25688505,POINT (80.256885 12.966567)
road-1289092594,1289092594,edge-1289092594-11953613092-6776189247,node-11953613092,node-6776189247,2,22.33,2016-12-12,Cyclone Vardah,66.5,190.0,6.66,0.148,0.66,538.0,1.0,0.7522,11.45,0.0,619.4,Vembuliamman Koil Pond,pond,12,0,0,0,Unnamed Road,primary_link,12.960894566666667,80.245369,POINT (80.245369 12.960895)
road-1289111742,1289111742,edge-1289111742-5460685946-309178263,node-5460685946,node-309178263,2,10.27,2016-12-12,Cyclone Vardah,66.5,190.0,10.85,0.3513,1.45,168.7,27.0,20.3088,16.97,52.4556,594.5,Unnamed Reservoir (wb-way-211774108),reservoir,27,0,0,0,Anna Salai (Mount Road),primary,13.06573135,80.2674255,POINT (80.267426 13.065731)
road-1289111743,1289111743,edge-1289111743-6968051463-309182932,node-6968051463,node-309182932,3,617.35,2016-12-12,Cyclone Vardah,66.5,190.0,12.48,0.3513,3.08,323.6,27.0,20.3088,16.97,0.0,749.8,Unnamed Reservoir (wb-way-211774108),reservoir,23,0,0,0,Anna Salai (Mount Road),primary,13.06404953125,80.26553164375,POINT (80.265532 13.064050)
road-1289114189,1289114189,edge-1289114189-249798090-243323026,node-249798090,node-243323026,2,90.75,2016-12-12,Cyclone Vardah,66.5,190.0,12.08,0.1342,0.88,558.9,24.0,18.0522,16.85,0.0,1021.8,Balasubramani Temple Tank,pond,24,0,0,0,Pasumpon Muthuramalingar Thevar Salai,secondary,13.029232519999999,80.24787494,POINT (80.247875 13.029233)
road-1289114190,1289114190,edge-1289114190-243323026-249797804,node-243323026,node-249797804,2,38.98,2016-12-12,Cyclone Vardah,66.5,190.0,12.08,0.1342,0.88,594.7,25.0,18.8044,16.89,0.0,1023.8,Balasubramani Temple Tank,pond,24,0,0,0,Pasumpon Muthuramalingar Thevar Salai,secondary,13.0291456,80.24843824999999,POINT (80.248438 13.029146)
road-1289114389,1289114389,edge-1289114389-11953733752-11953733749,node-11953733752,node-11953733749,1,26.16,2016-12-12,Cyclone Vardah,66.5,190.0,12.42,0.1342,1.22,169.9,24.0,18.0522,16.85,551.6083,318.1,Balasubramani Temple Tank,pond,21,0,0,0,Unnamed Road,primary_link,13.0374751,80.246525475,POINT (80.246525 13.037475)
road-1289114390,1289114390,edge-1289114390-11953733753-11962752129,node-11953733753,node-11962752129,1,25.11,2016-12-12,Cyclone Vardah,66.5,190.0,12.41,0.1342,1.21,173.8,24.0,18.0522,16.85,551.6083,322.8,Balasubramani Temple Tank,pond,20,0,0,0,Unnamed Road,primary_link,13.037392050000001,80.246506625,POINT (80.246507 13.037392)
road-1289115299,1289115299,edge-1289115299-2216437870-11027493350,node-2216437870,node-11027493350,6,12.96,2016-12-12,Cyclone Vardah,66.5,190.0,11.06,0.3513,1.66,854.8,27.0,20.3088,16.97,0.0,1111.7,Unnamed Pond (wb-way-208578469),pond,21,0,0,0,Avvai Shanmugam Salai,secondary,13.04773285,80.26622895,POINT (80.266229 13.047733)
road-1289116081,1289116081,edge-1289116081-309316810-2213431439,node-309316810,node-2213431439,4,39.9,2016-12-12,Cyclone Vardah,66.5,190.0,12.27,0.11,1.07,524.0,24.0,18.0522,16.85,0.0,281.7,Chetpet Lake,lake,20,0,0,0,Unnamed Road,primary,13.077073200000001,80.24070433333334,POINT (80.240704 13.077073)
road-1289116082,1289116082,edge-1289116082-30037246-12625037591,node-30037246,node-12625037591,2,30.4,2016-12-12,Cyclone Vardah,66.5,190.0,11.69,0.0656,0.49,263.1,24.0,18.0522,16.85,1874.6257,376.1,Chetpet Lake,lake,9,0,0,0,EVR Periyar Salai,primary,13.07795075,80.2445531,POINT (80.244553 13.077951)
road-1289116083,1289116083,edge-1289116083-30037247-9593473426,node-30037247,node-9593473426,3,11.32,2016-12-12,Cyclone Vardah,66.5,190.0,12.25,0.11,1.05,538.5,24.0,18.0522,16.85,0.0,307.6,Chetpet Lake,lake,18,0,0,0,EVR Periyar Salai,primary,13.077347549999999,80.24066245,POINT (80.240662 13.077348)
road-1289116084,1289116084,edge-1289116084-2212827729-9593473428,node-2212827729,node-9593473428,4,23.43,2016-12-12,Cyclone Vardah,66.5,190.0,12.27,0.11,1.07,546.9,24.0,18.0522,16.85,0.0,303.2,Chetpet Lake,lake,19,0,0,0,EVR Periyar Salai,primary,13.0771587,80.2405105,POINT (80.240510 13.077159)
road-1289116085,1289116085,edge-1289116085-2212827729-30037247,node-2212827729,node-30037247,4,16.64,2016-12-12,Cyclone Vardah,66.5,190.0,12.26,0.11,1.06,540.0,24.0,18.0522,16.85,0.0,303.6,Chetpet Lake,lake,19,0,0,0,Unnamed Road,primary,13.0772588,80.24061385,POINT (80.240614 13.077259)
road-1289116873,1289116873,edge-1289116873-12124272231-309338769,node-12124272231,node-309338769,2,100.59,2016-12-12,Cyclone Vardah,66.5,190.0,11.41,0.4322,-0.39,188.4,23.0,17.3001,16.81,1632.2202,822.1,Unnamed Basin (wb-way-554923682),basin,10,0,0,0,Kilpauk Garden Road,secondary,13.08346832,80.2378023,POINT (80.237802 13.083468)
road-1289116875,1289116875,edge-1289116875-12717786868-5455846922,node-12717786868,node-5455846922,2,309.43,2016-12-12,Cyclone Vardah,66.5,190.0,11.29,0.4322,0.09,172.9,24.0,18.0522,16.85,0.0,936.6,Chetpet Lake,lake,13,0,0,0,Unnamed Road,secondary,13.083394271428572,80.24036107142857,POINT (80.240361 13.083394)
road-1289269143,1289269143,edge-1289269143-11949829613-11955267029,node-11949829613,node-11955267029,2,617.75,2016-12-12,Cyclone Vardah,66.5,190.0,11.72,0.3175,1.72,106.0,76.0,57.1654,17.86,2265.1712,986.3,Unnamed Wetland (wb-way-1306724752),wetland,5,0,0,0,Chennai Bypass,trunk,13.14513002,80.19959220000001,POINT (80.199592 13.145130)
road-1289269144,1289269144,edge-1289269144-11955267029-308870208,node-11955267029,node-308870208,2,120.35,2016-12-12,Cyclone Vardah,66.5,190.0,11.39,0.3175,1.39,35.7,76.0,57.1654,17.86,2206.8135,715.7,Unnamed Wetland (wb-way-1306724752),wetland,14,0,0,0,Chennai Bypass,trunk,13.143354250000002,80.19722825,POINT (80.197228 13.143354)
road-1289269145,1289269145,edge-1289269145-11955267030-11949829611,node-11955267030,node-11949829611,2,578.71,2016-12-12,Cyclone Vardah,66.5,190.0,11.75,0.3175,1.75,116.0,76.0,57.1654,17.86,2265.1712,979.5,Unnamed Wetland (wb-way-1306724752),wetland,5,0,0,0,Chennai Bypass,trunk,13.145258960000001,80.1995039,POINT (80.199504 13.145259)
road-1289269146,1289269146,edge-1289269146-11955267031-11955267030,node-11955267031,node-11955267030,2,77.22,2016-12-12,Cyclone Vardah,66.5,190.0,11.5,0.3175,1.5,49.5,76.0,57.1654,17.86,2206.8135,745.5,Unnamed Wetland (wb-way-1306724752),wetland,14,0,0,0,Chennai Bypass,trunk,13.14382335,80.19750295,POINT (80.197503 13.143823)
road-1290162105,1290162105,edge-1290162105-11959664542-262454145,node-11959664542,node-262454145,4,91.79,2016-12-12,Cyclone Vardah,66.5,190.0,14.15,0.1286,-0.05,865.2,19.0,14.2913,16.62,0.0,442.8,Unnamed Pond (wb-way-1172624899),pond,11,0,0,0,Jawaharlal Nehru Road (100 Feet Road),primary,13.0695676,80.20529655,POINT (80.205297 13.069568)
road-1290162106,1290162106,edge-1290162106-833105014-12159347769,node-833105014,node-12159347769,2,84.91,2016-12-12,Cyclone Vardah,66.5,190.0,14.81,0.1286,0.01,301.3,18.0,13.5392,16.56,31967.9139,211.9,Unnamed Pond (wb-way-217802640),pond,40,0,0,0,EVR Periyar Salai Flyover,primary,13.0755623,80.19712630000001,POINT (80.197126 13.075562)
road-1290162107,1290162107,edge-1290162107-30038725-338720677,node-30038725,node-338720677,3,58.65,2016-12-12,Cyclone Vardah,66.5,190.0,14.88,0.1286,0.08,238.4,18.0,13.5392,16.56,31967.9139,243.2,Unnamed Pond (wb-way-217802640),pond,48,0,0,0,Jawaharlal Nehru Road (100 Feet Road),primary,13.075669900000001,80.19905854999999,POINT (80.199059 13.075670)
road-1290165694,1290165694,edge-1290165694-277435126-7027588125,node-277435126,node-7027588125,5,9.02,2016-12-12,Cyclone Vardah,66.5,190.0,14.76,0.11,1.16,707.1,21.0,15.7957,16.72,0.0,755.9,Vadapalani Murugan Temple Pond,reservoir,11,0,0,0,Rathnammal Street,secondary,13.048182650000001,80.21920315,POINT (80.219203 13.048183)
road-1290165695,1290165695,edge-1290165695-255719152-247681982,node-255719152,node-247681982,3,34.1,2016-12-12,Cyclone Vardah,66.5,190.0,14.63,0.1216,2.23,918.5,23.0,17.3001,16.81,0.0,1080.4,Agathishwara Perumal Koil Kulam,pond,24,0,0,0,Dr MGR Salai,primary,13.0537827,80.23427645000001,POINT (80.234276 13.053783)
road-1291718503,1291718503,edge-1291718503-7822169832-7822169844,node-7822169832,node-7822169844,2,95.41,2016-12-12,Cyclone Vardah,66.5,190.0,14.86,0.1286,0.06,39.5,18.0,13.5392,16.56,3091.4822,513.7,Unnamed Pond (wb-way-1172624874),pond,8,0,0,0,Kaliamman Koil Street,secondary,13.060379399999999,80.1957808,POINT (80.195781 13.060379)
road-1292070437,1292070437,edge-1292070437-254491191-344492738,node-254491191,node-344492738,4,97.89,2016-12-12,Cyclone Vardah,66.5,190.0,8.46,0.2936,-1.54,20.2,26.0,19.5566,16.93,1789.7099,344.3,Kandasamy Koil Tank,reservoir,5,0,0,0,Perambur Barracks Salai,secondary,13.093916199999999,80.2588866,POINT (80.258887 13.093916)
road-1292375972,1292375972,edge-1292375972-365988846-30268463,node-365988846,node-30268463,4,10.09,2016-12-12,Cyclone Vardah,66.5,190.0,10.13,0.1468,-2.87,504.4,21.0,15.7957,16.72,0.0,203.3,Unnamed Pond (wb-way-127574695),pond,19,1,0,0,Sardar Patel Road,primary,13.011410099999999,80.2232402,POINT (80.223240 13.011410)
road-1293058182,1293058182,edge-1293058182-8429442664-8429442663,node-8429442664,node-8429442663,2,71.9,2016-12-12,Cyclone Vardah,66.5,190.0,11.35,0.7382,9.35,1757.2,1.0,0.7522,11.23,0.0,269.9,Arunachaleshwarar Koil Kulam,pond,5,1,1,0,Thiruvottriyur High Road,secondary,13.13488595,80.29321085,POINT (80.293211 13.134886)
road-1293354479,1293354479,edge-1293354479-247714665-11925287669,node-247714665,node-11925287669,2,8.43,2016-12-12,Cyclone Vardah,66.5,190.0,13.44,0.2022,0.44,702.9,13.0,9.7783,16.24,0.0,340.7,Unnamed Pond (wb-way-1459251537),pond,15,0,0,0,Five Furlong Road,secondary,13.0037488,80.21203915000001,POINT (80.212039 13.003749)
road-1293563475,1293563475,edge-1293563475-11041723930-11991319537,node-11041723930,node-11991319537,3,20.13,2016-12-12,Cyclone Vardah,66.5,190.0,4.75,0.1571,-2.25,276.3,1.0,0.7522,13.18,4012.8573,271.6,Unnamed Pond (wb-way-132195432),pond,5,0,0,0,Unnamed Road,primary_link,12.97367425,80.2503512,POINT (80.250351 12.973674)
road-1293569115,1293569115,edge-1293569115-11991399003-11991399004,node-11991399003,node-11991399004,2,23.34,2016-12-12,Cyclone Vardah,66.5,190.0,14.54,0.1138,0.94,429.3,20.0,15.0435,16.67,244.1755,477.9,Vadapalani Murugan Temple Pond,reservoir,10,0,0,0,Unnamed Road,primary_link,13.05632375,80.21148595,POINT (80.211486 13.056324)
road-1293574910,1293574910,edge-1293574910-12809003400-364649093,node-12809003400,node-364649093,2,306.74,2016-12-12,Cyclone Vardah,66.5,190.0,15.79,0.2022,0.39,276.9,17.0,12.787,16.51,260.0778,402.6,Unnamed Pond (wb-way-462707034),pond,7,0,0,0,Mount - Poonamallee - Avadi Road,primary,13.01738635,80.18807456666667,POINT (80.188075 13.017386)
road-1293622004,1293622004,edge-1293622004-11991750452-11991750455,node-11991750452,node-11991750455,4,13.64,2016-12-12,Cyclone Vardah,66.5,190.0,17.09,0.1206,-1.31,127.5,12.0,9.0261,16.16,0.0,1225.0,Unnamed Pond (wb-way-30624441),pond,10,0,0,0,Vanagaram - Ambathur - Puzhal Road,primary,13.06149615,80.15145505000001,POINT (80.151455 13.061496)
road-1293622006,1293622006,edge-1293622006-1878169820-11991750451,node-1878169820,node-11991750451,4,10.31,2016-12-12,Cyclone Vardah,66.5,190.0,17.1,0.1206,-0.7,107.6,12.0,9.0261,16.16,0.0,1194.6,Unnamed Pond (wb-way-30624441),pond,10,0,0,0,Vanagaram - Ambathur - Puzhal Road,primary,13.06177235,80.15162624999999,POINT (80.151626 13.061772)
road-1293622007,1293622007,edge-1293622007-11991750451-11484539820,node-11991750451,node-11484539820,4,14.88,2016-12-12,Cyclone Vardah,66.5,190.0,17.1,0.1206,-0.7,109.8,12.0,9.0261,16.16,0.0,1202.8,Unnamed Pond (wb-way-30624441),pond,10,0,0,0,Vanagaram - Ambathur - Puzhal Road,primary,13.061665133333333,80.15159609999999,POINT (80.151596 13.061665)
road-1294655394,1294655394,edge-1294655394-2086712172-2086711946,node-2086712172,node-2086711946,2,123.91,2016-12-12,Cyclone Vardah,66.5,190.0,14.14,0.2538,0.14,208.4,1.0,0.7522,12.14,84.1502,545.3,Unnamed Pond (wb-way-198549437),pond,6,0,0,0,Mount - Medavakkam Road,primary,12.956732740000001,80.18690264,POINT (80.186903 12.956733)
road-1294900820,1294900820,edge-1294900820-10024263548-11047548600,node-10024263548,node-11047548600,4,1383.85,2016-12-12,Cyclone Vardah,66.5,190.0,14.0,0.3175,7.0,618.0,1.0,0.7522,11.33,0.0,667.8,Unnamed Reservoir (wb-way-1202245454),reservoir,7,0,0,0,Grand Northern Trunk Road,trunk,13.160743795999998,80.203217476,POINT (80.203217 13.160744)
road-1295348804,1295348804,edge-1295348804-12003228032-5225935888,node-12003228032,node-5225935888,3,30.51,2016-12-12,Cyclone Vardah,66.5,190.0,5.2,0.2731,0.2,365.4,10.0,7.5218,15.98,2326.3629,392.4,Unnamed Pond (wb-way-132195429),pond,31,0,0,0,Unnamed Road,primary_link,12.987468325,80.255653525,POINT (80.255654 12.987468)
road-1296314151,1296314151,edge-1296314151-249076751-264480977,node-249076751,node-264480977,3,188.74,2016-12-12,Cyclone Vardah,66.5,190.0,13.0,0.1216,1.8,543.6,25.0,18.8044,16.89,7.6617,465.7,Unnamed Pond (wb-way-459809124),pond,33,0,0,0,Uttamar Gandhi Salai (Nungambakkam High Road),primary,13.0552197,80.2494574,POINT (80.249457 13.055220)
road-1296314152,1296314152,edge-1296314152-12011988225-249076751,node-12011988225,node-249076751,3,12.04,2016-12-12,Cyclone Vardah,66.5,190.0,13.0,0.1216,1.8,600.5,25.0,18.8044,16.89,0.0,570.7,Unnamed Pond (wb-way-459809124),pond,20,0,0,0,Unnamed Road,primary,13.056056949999999,80.2490075,POINT (80.249008 13.056057)
road-1296314153,1296314153,edge-1296314153-9819018841-243049428,node-9819018841,node-243049428,4,110.77,2016-12-12,Cyclone Vardah,66.5,190.0,13.31,0.0734,2.11,280.6,24.0,18.0522,16.85,1171.9518,528.0,Unnamed Reservoir (wb-way-217688012),reservoir,12,1,0,0,Uttamar Gandhi Salai (Nungambakkam High Road),primary,13.060772366666667,80.24735346666667,POINT (80.247353 13.060772)
road-1296314154,1296314154,edge-1296314154-309213773-2197496792,node-309213773,node-2197496792,4,9.33,2016-12-12,Cyclone Vardah,66.5,190.0,12.99,0.1216,1.79,477.1,25.0,18.8044,16.89,7.6617,286.1,Unnamed Pond (wb-way-459809124),pond,49,0,0,0,Unnamed Road,primary,13.0537597,80.2501659,POINT (80.250166 13.053760)
road-1296343868,1296343868,edge-1296343868-268790432-2198054394,node-268790432,node-2198054394,4,13.09,2016-12-12,Cyclone Vardah,66.5,190.0,9.8,0.2144,-1.4,536.7,23.0,17.3001,16.81,0.0,368.7,Birds Enclosure,pond,21,0,0,0,Gandhi Mandapam Flyover,primary,13.00729505,80.23805475,POINT (80.238055 13.007295)
road-1296343869,1296343869,edge-1296343869-2198054394-12012274237,node-2198054394,node-12012274237,4,12.82,2016-12-12,Cyclone Vardah,66.5,190.0,9.8,0.2144,-1.4,534.6,23.0,17.3001,16.81,0.0,363.6,Birds Enclosure,pond,21,0,0,0,Gandhi Mandapam Flyover,primary,13.007249349999999,80.2380483,POINT (80.238048 13.007249)
road-1298028180,1298028180,edge-1298028180-289177114-282904616,node-289177114,node-282904616,4,68.91,2016-12-12,Cyclone Vardah,66.5,190.0,11.67,0.7382,4.07,1846.0,1.0,0.7522,11.48,0.0,107.3,Angala Parameshwari Koil Kulam,pond,3,0,0,0,East Kalmandapam Road,secondary,13.1144283,80.29272544,POINT (80.292725 13.114428)
road-1298029299,1298029299,edge-1298029299-254142644-247435509,node-254142644,node-247435509,4,298.62,2016-12-12,Cyclone Vardah,66.5,190.0,11.77,0.7382,4.17,1139.6,1.0,0.7522,13.67,0.0,797.9,Angala Parameshwari Koil Kulam,pond,11,0,0,0,West Madha Church Street,secondary,13.10765493,80.29375818999999,POINT (80.293758 13.107655)
