edge_id,osm_way_id,start_node_id,end_node_id,name,highway,length_m,lanes,oneway,node_count,start_lat,start_lon,end_lat,end_lon
edge-560157905-249797560-243061448,560157905,node-249797560,node-243061448,Luz Church Road,secondary,384.19,,yes,13,13.037609,80.2639776,13.0377933,80.2605347
edge-565376890-5306843098-315264857,565376890,node-5306843098,node-315264857,Jawaharlal Nehru Road (100 Feet Road),primary,464.07,3,yes,5,13.0824692,80.198596,13.0783154,80.1989207
edge-565376891-315264861-5306843094,565376891,node-315264861,node-5306843094,Jawaharlal Nehru Road (100 Feet Road),primary,461.63,3,yes,7,13.0783035,80.1988056,13.0824362,80.1984989
edge-565376892-5445207910-5445207912,565376892,node-5445207910,node-5445207912,Thirumangalam Flyover,primary,454.09,,yes,2,13.0887007,80.198633,13.0846172,80.198588
edge-565376893-5445207913-5445207911,565376893,node-5445207913,node-5445207911,Thirumangalam Flyover,primary,454.63,,yes,2,13.0846173,80.1985389,13.0887059,80.1985475
edge-565376895-5306843095-252299795,565376895,node-5306843095,node-252299795,Jawaharlal Nehru Road (100 Feet Road),primary,318.69,,yes,5,13.090183,80.1985064,13.0930485,80.1985128
edge-565376896-5445207912-12164853347,565376896,node-5445207912,node-12164853347,Thirumangalam Flyover,primary,222.15,2,yes,3,13.0846172,80.198588,13.0826194,80.1985946
edge-565376897-5445207911-12164853346,565376897,node-5445207911,node-12164853346,Thirumangalam Flyover,primary,142.81,,yes,2,13.0887059,80.1985475,13.0899902,80.1985582
edge-566535353-2214510385-11292824785,566535353,node-2214510385,node-11292824785,Raja Muthiah Road,secondary,486.7,,yes,16,13.0885645,80.2698748,13.0842968,80.270516
edge-566536244-5455784934-308313485,566536244,node-5455784934,node-308313485,SIDCO Industrial Estate South Phase Road,secondary,16.71,,yes,2,13.0137705,80.2042473,13.0137243,80.2043941
edge-566538373-309322652-5455799476,566538373,node-309322652,node-5455799476,Unnamed Road,secondary,10.58,,yes,2,13.069279,80.2423025,13.0692845,80.2424
edge-566547063-5455846936-9189427499,566547063,node-5455846936,node-9189427499,Kilpauk Garden Road,secondary,474.68,,yes,10,13.0836404,80.2339276,13.0834953,80.2382988
edge-566547069-5455846937-252299877,566547069,node-5455846937,node-252299877,New Avadi Road,secondary,162.6,,yes,6,13.0833882,80.2338602,13.0819456,80.2336168
edge-566547073-5455846938-5455846938,566547073,node-5455846938,node-5455846938,Kilpauk Garden Road,secondary,48.26,,yes,19,13.083546,80.2338912,13.083546,80.2338912
edge-566547076-5455846937-5455846948,566547076,node-5455846937,node-5455846948,New Avadi Road,secondary,18.72,,yes,3,13.0833882,80.2338602,13.0835518,80.2338247
edge-566562032-249075184-254491074,566562032,node-249075184,node-254491074,Barnaby Road,primary,463.19,,yes,13,13.0794832,80.245762,13.0813548,80.2495103
edge-566565275-10285915624-10285915633,566565275,node-10285915624,node-10285915633,Semmozhi Salai,primary,2804.46,2,yes,52,12.9034462,80.2129143,12.9169738,80.1941316
edge-566573623-11672323183-1177973968,566573623,node-11672323183,node-1177973968,Gengu Reddy Subway,secondary,162.72,,no,4,13.0783113,80.251737,13.0768725,80.252011
edge-566581213-4226485581-251172944,566581213,node-4226485581,node-251172944,Taramani Link Road,primary,294.02,2,yes,11,12.9803508,80.2283547,12.9817389,80.2306639
edge-566596637-5456147874-5456147875,566596637,node-5456147874,node-5456147875,Taramani Link Road,primary_link,69.77,,yes,8,12.9795568,80.2525381,12.9799944,80.2521698
edge-566607593-2197639859-2197640015,566607593,node-2197639859,node-2197640015,Pantheon Road,secondary,199.29,1,yes,4,13.07472,80.2627689,13.0757868,80.2642474
edge-566607595-2197640052-13432318288,566607595,node-2197640052,node-13432318288,Gandhi Irwin Road,secondary,96.91,,yes,5,13.0764883,80.2600535,13.0758218,80.2594808
edge-566609207-2407556311-304921588,566609207,node-2407556311,node-304921588,Service Road,trunk,663.07,,yes,8,12.9816786,80.1668099,12.9847254,80.1720665
edge-566841809-5458023327-5225935887,566841809,node-5458023327,node-5225935887,West Avenue Road,primary,243.76,,yes,7,12.9879629,80.2533327,12.9877251,80.2555688
edge-566849738-30268463-7433365963,566849738,node-30268463,node-7433365963,Sardar Patel Road,primary,140.34,,yes,9,13.0114299,80.2231983,13.011873,80.2219855
edge-566850273-5458075965-5458075966,566850273,node-5458075965,node-5458075966,Unnamed Road,primary_link,36.65,,no,2,13.0094243,80.2038422,13.0093775,80.2035073
edge-566855322-11740393948-11740393958,566855322,node-11740393948,node-11740393958,Haddows Road,primary,263.9,,yes,16,13.0618088,80.2465261,13.0630842,80.2446354
edge-566857134-2168628929-30268464,566857134,node-2168628929,node-30268464,Taluk Office Road,primary,463.95,4,yes,11,13.0129116,80.2268495,13.0091943,80.2286092
edge-566878724-300309927-13394506369,566878724,node-300309927,node-13394506369,Grand Southern Trunk Road,trunk,27.82,,yes,4,13.0014259,80.1958141,13.0015756,80.1960198
edge-566881431-996565654-6799048018,566881431,node-996565654,node-6799048018,Unnamed Road,secondary,31.11,,yes,2,13.0309119,80.2401197,13.0310314,80.23986
edge-566881432-5458323300-303510937,566881432,node-5458323300,node-303510937,Unnamed Road,secondary,25.36,,yes,2,13.0311984,80.2397529,13.03109,80.2399589
edge-566950771-5458687168-310535940,566950771,node-5458687168,node-310535940,Thiruvalluvar Road,primary,21.01,,yes,2,12.9841207,80.2594411,12.9839318,80.2594369
edge-567205822-2482057541-5460685936,567205822,node-2482057541,node-5460685936,Anna Salai (Mount Road),primary,396.3,,yes,9,13.062124,80.262979,13.0644254,80.2657723
edge-567205827-5460685936-5460685946,567205827,node-5460685936,node-5460685946,Anna Salai (Mount Road),primary,225.51,,yes,6,13.0644254,80.2657723,13.0657047,80.2673868
edge-567240952-5458687167-5460910299,567240952,node-5458687167,node-5460910299,Unnamed Road,primary_link,9.7,,no,2,12.984273,80.2595336,12.9842823,80.2594446
edge-567269534-11930865101-7723872178,567269534,node-11930865101,node-7723872178,Madhavaram - Red Hills Road,primary,1130.38,,no,47,13.1865754,80.1929749,13.185514,80.2030847
edge-567269877-1184362207-3905379857,567269877,node-1184362207,node-3905379857,Madhavaram - Red Hills Road,primary,1034.66,,yes,29,13.1697424,80.2217745,13.1611794,80.2251531
edge-567604188-10536397446-243065936,567604188,node-10536397446,node-243065936,Whites Road,secondary,140.23,,yes,6,13.0578594,80.2635995,13.0580802,80.2648695
edge-567637208-7809302622-3029329417,567637208,node-7809302622,node-3029329417,Grand Southern Trunk Road,trunk,940.2,2,yes,11,12.9637538,80.1472844,12.9562425,80.1433048
edge-568438821-2216189416-5468773053,568438821,node-2216189416,node-5468773053,Pasumpon Muthuramalingar Thevar Salai,secondary,14.05,,yes,3,13.0288813,80.2496656,13.0289,80.2497931
edge-568438822-5468773053-5468773055,568438822,node-5468773053,node-5468773055,Pasumpon Muthuramalingar Thevar Salai,secondary,13.69,,yes,2,13.0289,80.2497931,13.0289857,80.2498838
edge-576410437-5528559497-5528559495,576410437,node-5528559497,node-5528559495,Anna Salai (Mount Road),primary,26.86,,yes,3,13.012364,80.2212602,13.0124371,80.2214953
edge-576410438-5528559495-9885596554,576410438,node-5528559495,node-9885596554,Anna Salai (Mount Road),primary,255.39,1,yes,13,13.0124371,80.2214953,13.0139131,80.2232656
edge-581313381-5562445714-5562445713,581313381,node-5562445714,node-5562445713,Unnamed Road,secondary_link,9.72,,no,2,13.0845727,80.2793323,13.0845852,80.2792435
edge-581319733-11465900503-5562486548,581319733,node-11465900503,node-5562486548,Unnamed Road,primary_link,43.61,,yes,5,12.9944672,80.2501241,12.9942293,80.2498244
edge-581831751-344909932-3886212457,581831751,node-344909932,node-3886212457,Grand Northern Trunk Road (Old NH5),primary,283.44,,yes,6,13.1841975,80.1917236,13.1862035,80.1901295
edge-588357066-5619443117-30038738,588357066,node-5619443117,node-30038738,Arcot Road,primary,44.47,,yes,2,13.0498745,80.2114763,13.0499473,80.21188
edge-588367501-314643669-314643647,588367501,node-314643669,node-314643647,NSK Salai,primary,399.09,,yes,11,13.0513071,80.2167055,13.0524216,80.2202026
edge-588368265-8528955102-300216379,588368265,node-8528955102,node-300216379,Nagerkoyil Sudalaimuthu Krishnan (NSK) Salai,primary,137.67,,yes,5,13.0500979,80.2134474,13.0505084,80.214642
edge-588981083-5624500627-5624500628,588981083,node-5624500627,node-5624500628,Canal Bridge,secondary,72.18,,yes,2,13.1333306,80.1916146,13.133931,80.1913612
edge-605871914-247437529-309062020,605871914,node-247437529,node-309062020,Anna Salai,primary,54.97,,yes,2,13.0737818,80.2764982,13.0741199,80.2768684
edge-611986876-5793660970-30142990,611986876,node-5793660970,node-30142990,Unnamed Road,primary,5.49,,no,2,12.9099984,80.2500057,12.9099942,80.2500562
edge-611986879-12953123849-5793660728,611986879,node-12953123849,node-5793660728,East Coast Road,primary,3186.87,2,yes,90,12.9199943,80.2511572,12.9483314,80.2544571
edge-629998502-270432724-247691972,629998502,node-270432724,node-247691972,Wallajah Road,secondary,285.53,,yes,12,13.0641519,80.283516,13.064248,80.2809677
edge-663777602-6212976330-12717819835,663777602,node-6212976330,node-12717819835,Jawaharlal Nehru Road (100 Feet Road),primary,186.63,,yes,3,13.0525097,80.2118795,13.0541332,80.2114423
edge-663777603-12155078079-6212976331,663777603,node-12155078079,node-6212976331,Vadapalani Flyover,primary,55.37,,yes,4,13.0524205,80.2120697,13.0519341,80.2121734
edge-663777604-6212976328-12155078078,663777604,node-6212976328,node-12155078078,Vadapalani Flyover,primary,51.27,,yes,3,13.0519173,80.2120249,13.0523682,80.2119276
edge-663777605-6212976331-6212976338,663777605,node-6212976331,node-6212976338,Vadapalani Flyover,primary,406.37,,yes,7,13.0519341,80.2121734,13.0482862,80.2122002
edge-663777606-1168642589-11041692606,663777606,node-1168642589,node-11041692606,Jawaharlal Nehru Road,primary,319.57,,yes,4,13.0475223,80.2122822,13.0446545,80.2124375
edge-663777608-6212976338-12155078076,663777608,node-6212976338,node-12155078076,Vadapalani Flyover,primary,73.01,,yes,2,13.0482862,80.2122002,13.0476326,80.2122641
edge-667059397-6245793330-6245793329,667059397,node-6245793330,node-6245793329,Unnamed Road,primary_link,29.11,,no,2,13.0244507,80.2284818,13.0242288,80.2286243
edge-667064407-14109353040-14109353041,667064407,node-14109353040,node-14109353041,Unnamed Road,primary_link,7.94,,no,2,12.9124337,80.1952385,12.9124737,80.1952992
edge-667067636-1682708500-1879071610,667067636,node-1682708500,node-1879071610,Unnamed Road,primary_link,30.51,,yes,2,13.0523801,80.2513174,13.0526044,80.2511552
edge-667073822-6245941237-6245941236,667073822,node-6245941237,node-6245941236,Unnamed Road,primary_link,15.02,,no,2,12.9761665,80.2066346,12.976276,80.2067157
edge-667076807-332090001-6245967650,667076807,node-332090001,node-6245967650,Unnamed Road,primary_link,21.43,,no,2,13.0396998,80.1308831,13.0398782,80.130958
edge-669057795-252299795-340003553,669057795,node-252299795,node-340003553,Jawaharlal Nehru Road (100 Feet Road),primary,869.16,,yes,18,13.0930485,80.1985128,13.0991315,80.1956193
edge-669057796-340003311-5306843096,669057796,node-340003311,node-5306843096,Jawaharlal Nehru Road (100 Feet Road),primary,313.29,,yes,5,13.0930149,80.1987468,13.0901979,80.1986955
edge-669927675-1986577994-259510091,669927675,node-1986577994,node-259510091,Whites Road,secondary,118.66,,no,5,13.0577758,80.2627486,13.0576252,80.2616644
edge-669970034-2269872884-247438103,669970034,node-2269872884,node-247438103,Unnamed Road,primary_link,36.95,,yes,5,13.1054795,80.2802805,13.1053435,80.2799787
edge-669970036-311291036-311311547,669970036,node-311291036,node-311311547,Old Jail Road,primary,219.06,,yes,6,13.1054497,80.2820646,13.1050917,80.2840465
edge-669970039-12157558039-6274342365,669970039,node-12157558039,node-6274342365,Mint Flyover,primary,8.43,,yes,2,13.105382,80.2820369,13.1053922,80.2819598
edge-669970040-6274342361-311291036,669970040,node-6274342361,node-311291036,Mint Flyover,primary,10.53,,yes,2,13.1054576,80.2819677,13.1054497,80.2820646
edge-669970041-12157558036-6274342373,669970041,node-12157558036,node-6274342373,Basin Bridge Road,primary,63.15,,yes,3,13.1049876,80.2774403,13.1047974,80.2768912
edge-669970042-311313186-6274342356,669970042,node-311313186,node-6274342356,Mint Flyover,primary,31.52,,yes,3,13.1049883,80.2772529,13.1050713,80.2775312
edge-669970044-6274342373-6274883986,669970044,node-6274342373,node-6274883986,Basin Bridge Road,primary,376.9,,yes,7,13.1047974,80.2768912,13.103905,80.2735549
edge-669970046-6274342356-6274342361,669970046,node-6274342356,node-6274342361,Mint Flyover,primary,489.95,,yes,16,13.1050713,80.2775312,13.1054576,80.2819677
edge-669970047-6274342365-6274342371,669970047,node-6274342365,node-6274342371,Mint Flyover,primary,486.42,,yes,15,13.1053922,80.2819598,13.1050174,80.2775477
edge-670042884-1583665016-254143153,670042884,node-1583665016,node-254143153,Vyasarpadi Flyover,trunk,49.48,,yes,2,13.1130749,80.2639487,13.1134464,80.2636972
edge-670042885-1583664982-12157559624,670042885,node-1583664982,node-12157559624,Vyasarpadi Flyover,trunk,89.97,,yes,2,13.1079879,80.2684511,13.1074276,80.2690504
edge-670042886-11735797677-6274884028,670042886,node-11735797677,node-6274884028,Vyasarpadi Flyover,trunk,99.48,,yes,2,13.1073012,80.2690288,13.1079367,80.2683823
edge-670042887-6274883992-6274883877,670042887,node-6274883992,node-6274883877,Basin Bridge,trunk,82.4,,yes,5,13.1050779,80.2710929,13.104467,80.2714728
edge-670042888-6274883876-254143117,670042888,node-6274883876,node-254143117,Basin Bridge,trunk,31.0,,yes,2,13.1050415,80.2710271,13.1052961,80.2709105
edge-670042889-6274883877-413576663,670042889,node-6274883877,node-413576663,Basin Bridge,trunk,27.11,,yes,2,13.104467,80.2714728,13.1044139,80.2717171
edge-670042890-610889134-610889140,670042890,node-610889134,node-610889140,Unnamed Road,primary,33.93,,yes,2,13.1043437,80.2708505,13.1044426,80.2711469
edge-670042891-254122170-254122171,670042891,node-254122170,node-254122171,Unnamed Road,primary,34.48,,yes,2,13.1043659,80.2711924,13.1042712,80.2708892
edge-670042892-254122169-254122170,670042892,node-254122169,node-254122170,Unnamed Road,primary,23.67,,yes,3,13.1044141,80.2714042,13.1043659,80.2711924
edge-670042893-610889140-254143115,670042893,node-610889140,node-254143115,Unnamed Road,primary,13.91,,yes,3,13.1044426,80.2711469,13.1045201,80.2712443
edge-670042894-254122166-6274883879,670042894,node-254122166,node-6274883879,Basin Bridge,trunk,27.86,,yes,2,13.1043329,80.2717072,13.1043979,80.2714588
edge-670042896-413576835-6274883992,670042896,node-413576835,node-6274883992,Basin Bridge,trunk,30.54,,yes,2,13.1053305,80.2709821,13.1050779,80.2710929
edge-670042897-254143115-6274883876,670042897,node-254143115,node-6274883876,Basin Bridge,trunk,62.59,,yes,3,13.1045201,80.2712443,13.1050415,80.2710271
edge-670042898-258976009-254122156,670042898,node-258976009,node-254122156,Basin Bridge,trunk,56.13,,yes,2,13.1038618,80.2731425,13.1037814,80.2726308
edge-670042899-413576667-413576668,670042899,node-413576667,node-413576668,Basin Bridge,trunk,60.62,,yes,2,13.1038517,80.2726184,13.1039429,80.2731703
edge-670042902-2271478714-258976009,670042902,node-2271478714,node-258976009,Basin Bridge Road,trunk,37.55,,yes,3,13.1038925,80.2734878,13.1038618,80.2731425
edge-670042910-12157559625-2272469508,670042910,node-12157559625,node-2272469508,Vyasarpadi Flyover,trunk,42.82,,yes,2,13.113977,80.2656725,13.1135919,80.2656721
edge-670042912-9573106961-290017668,670042912,node-9573106961,node-290017668,Grand Northern Trunk Road,trunk,63.5,,yes,3,13.1135249,80.2636549,13.1140846,80.2635443
edge-670050713-6274949850-9572798794,670050713,node-6274949850,node-9572798794,Anna Arch Road,secondary_link,267.9,1,yes,7,13.0750052,80.2185537,13.0746183,80.2209815
edge-670050714-4271212087-1165550752,670050714,node-4271212087,node-1165550752,Anna Arch Flyover,secondary,13.6,,yes,2,13.0748996,80.2185394,13.0749552,80.2186512
edge-670050717-6274949872-12159701587,670050717,node-6274949872,node-12159701587,Anna Arch Flyover,secondary,64.33,,yes,3,13.0775983,80.2178838,13.0781635,80.2177582
edge-670050719-6274949868-6274949857,670050719,node-6274949868,node-6274949857,Anna Arch Flyover Ramp,secondary_link,247.25,2,yes,22,13.0758599,80.2179621,13.0752563,80.2169859
edge-670053472-6274979408-6274979410,670053472,node-6274979408,node-6274979410,MGR FLyover,primary,121.57,2,yes,2,13.0352755,80.1548485,13.0357768,80.1538512
edge-670053473-12159151098-6274979409,670053473,node-12159151098,node-6274979409,MGR FLyover,primary,120.9,2,yes,2,13.0358441,80.1539071,13.0353351,80.1548933
edge-670053474-9580401347-6274979408,670053474,node-9580401347,node-6274979408,MGR FLyover,primary,391.59,2,yes,9,13.034353,80.1582108,13.0352755,80.1548485
edge-670053475-6274979409-338665605,670053475,node-6274979409,node-338665605,MGR FLyover,primary,391.74,2,yes,8,13.0353351,80.1548933,13.0344244,80.158272
edge-670384691-309061750-2214509441,670384691,node-309061750,node-2214509441,Anna Salai (Mount Road),primary,506.93,,yes,19,13.0719588,80.2747056,13.0684298,80.271881
edge-673263757-6304923725-6304923724,673263757,node-6304923725,node-6304923724,Unnamed Road,trunk_link,8.55,,no,2,13.1342746,80.2340277,13.1343401,80.234069
edge-673281178-2465833474-6305149513,673281178,node-2465833474,node-6305149513,Unnamed Road,primary_link,15.7,,yes,4,13.1312594,80.1272206,13.1313687,80.127152
edge-673281180-6305149515-3923258011,673281180,node-6305149515,node-3923258011,Unnamed Road,primary_link,12.5,,yes,3,13.131476,80.1279283,13.1313641,80.1279172
edge-673513287-6307286848-6307286847,673513287,node-6307286848,node-6307286847,Unnamed Road,primary_link,12.85,,no,2,12.9947652,80.193305,12.9947641,80.1934236
edge-673516736-6307311241-6307311240,673516736,node-6307311241,node-6307311240,Unnamed Road,primary_link,9.11,,no,2,12.9486187,80.1936376,12.9485371,80.1936306
edge-673519963-964603998-257439085,673519963,node-964603998,node-257439085,Semmozhi Salai,primary,39.16,,yes,2,12.9173229,80.1941101,12.9169937,80.1942384
edge-673520302-2049352391-2049352386,673520302,node-2049352391,node-2049352386,Unnamed Road,primary_link,7.33,,no,2,12.91108,80.1918002,12.9110885,80.1917331
edge-676026672-1183259312-6331062300,676026672,node-1183259312,node-6331062300,Gopathi Narayanaswami Road,secondary,23.76,,yes,2,13.0491993,80.2469772,13.0493144,80.247162
edge-682060914-6387287250-6387287249,682060914,node-6387287250,node-6387287249,Unnamed Road,trunk_link,16.36,,no,2,12.9462996,80.1364372,12.9462125,80.1365589
edge-687501744-1975496558-245579193,687501744,node-1975496558,node-245579193,Mahalingapuram Main Road,secondary,13.18,,yes,3,13.0581145,80.2372093,13.0580858,80.2373271
edge-687502637-6444634790-6444634789,687502637,node-6444634790,node-6444634789,Unnamed Road,secondary_link,14.53,,no,2,13.0091239,80.221904,13.0090503,80.2220148
edge-690536285-9865114822-6478695206,690536285,node-9865114822,node-6478695206,Outer Ring Road,motorway,943.21,3,yes,12,13.1813674,80.1208312,13.1798621,80.1293998
edge-692103921-315260922-277434297,692103921,node-315260922,node-277434297,2nd Avenue,secondary,21.27,,yes,2,13.0443017,80.2124429,13.0442799,80.2122478
edge-692105687-6496587062-6496587061,692105687,node-6496587062,node-6496587061,Unnamed Road,secondary_link,11.95,,no,2,13.0352977,80.2091986,13.0351921,80.2091783
edge-692116776-6496684271-6496684270,692116776,node-6496684271,node-6496684270,Unnamed Road,secondary_link,13.03,,no,2,13.0486304,80.2462767,13.0485432,80.246357
edge-692208071-247074857-247675520,692208071,node-247074857,node-247675520,Burkit Road,secondary,35.62,,yes,2,13.0350262,80.2304109,13.0349762,80.2307357
edge-692240020-6497877504-6497877508,692240020,node-6497877504,node-6497877508,Unnamed Road,primary_link,37.13,,yes,4,13.0719181,80.2023768,13.0719253,80.2020481
edge-692265152-6498179356-6498179355,692265152,node-6498179356,node-6498179355,Unnamed Road,secondary_link,19.12,,no,2,13.0760246,80.2180554,13.0760442,80.21788
edge-692670681-6502990194-6502990193,692670681,node-6502990194,node-6502990193,Unnamed Road,primary_link,14.47,,no,2,12.9785453,80.2034662,12.9784366,80.2033927
edge-692677120-3030620399-6503071219,692677120,node-3030620399,node-6503071219,Unnamed Road,secondary_link,18.16,,no,2,13.0740453,80.2208523,13.0740465,80.22102
edge-692686555-2800814692-6503162885,692686555,node-2800814692,node-6503162885,Unnamed Road,secondary_link,7.76,,no,2,13.0711607,80.2229797,13.0711057,80.2229356
edge-693132614-300195704-366081876,693132614,node-300195704,node-366081876,Unnamed Road,secondary_link,8.42,,no,2,13.0015861,80.2185305,13.0015381,80.2185906
edge-693509698-2407561505-6510959128,693509698,node-2407561505,node-6510959128,Unnamed Road,primary_link,19.49,,no,2,12.9806949,80.1988083,12.9805239,80.198769
edge-696377456-5460705612-6968051463,696377456,node-5460705612,node-6968051463,Anna Salai (Mount Road),primary,12.57,3,yes,2,13.0657269,80.267641,13.0656647,80.2675441
edge-696377459-248468887-13754470059,696377459,node-248468887,node-13754470059,Montieth Road,secondary,31.65,,yes,7,13.0665507,80.2604205,13.0664481,80.2606304
edge-696854456-6544358299-6544358286,696854456,node-6544358299,node-6544358286,Gandhi Road,secondary,723.0,,yes,23,12.9303479,80.1150097,12.9304169,80.12146
edge-696854457-30037939-331885587,696854457,node-30037939,node-331885587,Unnamed Road,secondary,17.45,,yes,2,12.9299684,80.1212568,12.9300665,80.1211311
edge-701285517-6586196582-6586196581,701285517,node-6586196582,node-6586196581,Unnamed Road,primary_link,23.83,,no,2,13.0741075,80.1916378,13.074319,80.1916734
edge-701297959-6328430470-5456215976,701297959,node-6328430470,node-5456215976,Unnamed Road,trunk_link,46.51,,yes,4,12.9814302,80.1668305,12.9817176,80.1665192
edge-701740776-6598228336-6590298838,701740776,node-6598228336,node-6590298838,Unnamed Road,secondary,101.26,,yes,6,13.072717,80.181271,13.0725217,80.1821376
edge-701740777-6590298838-6590298837,701740777,node-6590298838,node-6590298837,Unnamed Road,secondary,110.45,,yes,2,13.0725217,80.1821376,13.0715332,80.1822379
edge-701740778-277393496-7823176107,701740778,node-277393496,node-7823176107,Thiruvalluvar Saalai,secondary,84.54,,yes,5,13.0725054,80.182035,13.0726175,80.181266
edge-701740779-6590298837-13957468364,701740779,node-6590298837,node-13957468364,Unnamed Road,secondary,133.35,,yes,11,13.0715332,80.1822379,13.070535,80.1826057
edge-701779246-243049866-6590644177,701779246,node-243049866,node-6590644177,Unnamed Road,secondary_link,29.28,,yes,5,13.067412,80.2520847,13.0671854,80.2519554
edge-701779249-243049719-2197496980,701779249,node-243049719,node-2197496980,College Road,secondary,447.21,,yes,9,13.0679245,80.2477466,13.0673807,80.2518318
edge-701779250-11302101383-309323284,701779250,node-11302101383,node-309323284,College Road,secondary,395.74,,yes,12,13.0673215,80.2514749,13.0676518,80.2479671
edge-701779251-6590644591-6590644591,701779251,node-6590644591,node-6590644591,Unnamed Road,secondary,35.94,,no,18,13.0673653,80.2518279,13.0673653,80.2518279
edge-702576058-6597724339-276611157,702576058,node-6597724339,node-276611157,Unnamed Road,secondary,14.8,,no,2,13.0879069,80.1880825,13.0877739,80.1880767
edge-702633913-6598418479-13880733725,702633913,node-6598418479,node-13880733725,Unnamed Road,secondary_link,23.39,,yes,6,13.0674794,80.2549589,13.0672744,80.2549581
edge-702981250-2197640122-248467911,702981250,node-2197640122,node-248467911,Gandhi Irwin Road,secondary,117.17,,yes,5,13.0781006,80.2633186,13.0777391,80.2623028
edge-702993242-251299059-4885083062,702993242,node-251299059,node-4885083062,Unnamed Road,trunk_link,22.52,,no,2,12.980061,80.1628777,12.9798702,80.1629475
edge-718775542-276740916-276744047,718775542,node-276740916,node-276744047,Unnamed Road,secondary,525.94,,no,22,13.1178731,80.1693156,13.1218746,80.1673092
edge-718775543-7820024337-7171991225,718775543,node-7820024337,node-7171991225,Unnamed Road,secondary,216.33,,yes,3,13.1109232,80.1741084,13.1089837,80.1739511
edge-721545666-6768828546-6768828548,721545666,node-6768828546,node-6768828548,Unnamed Road,primary_link,27.54,,yes,4,13.0526973,80.2420139,13.0528894,80.241857
edge-721611543-6769337700-6769337699,721611543,node-6769337700,node-6769337699,Unnamed Road,primary,11.49,,no,2,12.9171515,80.2298244,12.9171636,80.2297191
edge-721699138-276611993-276608584,721699138,node-276611993,node-276608584,Chennai - Tiruttani - Renigunta Road,primary,594.94,2,yes,15,13.0981286,80.1753305,13.0997695,80.170132
edge-721883786-6771686342-6771686341,721883786,node-6771686342,node-6771686341,Unnamed Road,primary_link,10.67,,no,2,12.9387394,80.2526999,12.9387299,80.2527979
edge-721922453-325207488-4265654365,721922453,node-325207488,node-4265654365,Velachery Bypass Road,primary,16.01,2,yes,2,12.9874273,80.2183524,12.9872854,80.2183271
edge-721922454-4265654365-10120160572,721922454,node-4265654365,node-10120160572,Velachery Bypass Road,primary,1004.36,2,yes,23,12.9872854,80.2183271,12.9784912,80.2191661
edge-722120356-6773718418-6773718417,722120356,node-6773718418,node-6773718417,Unnamed Road,secondary_link,45.81,,yes,5,13.0011421,80.2568352,13.0009168,80.2565019
edge-722120357-6773718422-6773718418,722120357,node-6773718422,node-6773718418,Unnamed Road,secondary,54.86,,yes,5,13.001551,80.2565871,13.0011421,80.2568352
edge-722136492-6773827234-6773827233,722136492,node-6773827234,node-6773827233,Unnamed Road,primary_link,18.46,,no,2,13.0625247,80.1662187,13.0623987,80.1663296
edge-722197014-250363499-250363488,722197014,node-250363499,node-250363488,70 Feet Road,secondary,146.2,,yes,9,13.0284037,80.2271665,13.0280355,80.2261679
edge-722197015-250737683-10734648879,722197015,node-250737683,node-10734648879,Reddy Kuppam Road,secondary,38.02,,yes,2,13.0284035,80.2243631,13.0284845,80.2240221
edge-722394187-309206657-248467465,722394187,node-309206657,node-248467465,Ethiraj Salai,secondary,90.58,,yes,4,13.0637768,80.2602115,13.0641216,80.2594541
edge-722405205-276739204-6801311085,722405205,node-276739204,node-6801311085,Chennai - Tiruttani - Renigunta Road,primary,676.84,2,yes,29,13.1133093,80.1490963,13.1088313,80.1522891
edge-722405206-276739204-276739206,722405206,node-276739204,node-276739206,Chennai - Tiruttani - Renigunta Road,primary,128.66,2,no,6,13.1133093,80.1490963,13.114053,80.1482589
edge-722405207-6801311087-276739204,722405207,node-6801311087,node-276739204,Chennai - Tiruttani - Renigunta Road,primary,664.42,2,yes,27,13.1088117,80.152216,13.1133093,80.1490963
edge-722409742-6776288682-6776289985,722409742,node-6776288682,node-6776289985,Unnamed Road,secondary,38.08,,yes,3,13.1037999,80.2036461,13.1035786,80.2033777
edge-722484148-6776970388-6776946681,722484148,node-6776970388,node-6776946681,1st Avenue,secondary,368.86,2,yes,8,13.085459,80.1698169,13.0887125,80.1695265
edge-722491567-12585194416-2197121340,722491567,node-12585194416,node-2197121340,Sullivan Garden Road,secondary,482.84,,yes,12,13.0368163,80.2676365,13.0410763,80.2681873
edge-723314700-4001265763-2174581384,723314700,node-4001265763,node-2174581384,Medavakkam Tank Road,secondary,77.44,,yes,4,13.0856484,80.2451619,13.0861936,80.2447212
edge-723314701-2174581384-6784441686,723314701,node-2174581384,node-6784441686,Medavakkam Tank Road,secondary,47.35,,yes,2,13.0861936,80.2447212,13.0865388,80.2444652
edge-724220826-310504053-2188756981,724220826,node-310504053,node-2188756981,Santhome High Road,primary,190.15,,yes,2,13.0237866,80.2736556,13.0227555,80.2722554
edge-724220827-30237413-310504053,724220827,node-30237413,node-310504053,Santhome High Road,primary,43.87,,yes,3,13.0240343,80.2739707,13.0237866,80.2736556
edge-724220828-5406601848-7050844239,724220828,node-5406601848,node-7050844239,Santhome High Road,primary,43.87,,yes,5,13.0238233,80.2735553,13.0240671,80.2738735
